Rndrng_NPI,T1_Extreme_PaymentPerBene,T2_Audio_Only_Heavy,T3_Single_HCPCS_Dominant,T4_Rural_HighVolume,T5_Pandemic_Emergence,Total_Typology_Hits
1043272776,0,0,1,0,1,2
1629096664,0,0,0,0,1,1
1205931722,0,0,0,0,1,1
1629011283,0,0,0,0,1,1
1164420469,0,0,0,0,1,1
1174026967,0,0,0,0,1,1
1659353068,0,0,0,0,1,1
1205905478,0,0,0,0,1,1
1487844643,1,0,0,0,1,2
1598896110,0,0,0,0,1,1
1205968757,0,0,0,0,0,0
1548360084,1,0,0,0,1,2
1093788499,0,0,0,0,1,1
1780688028,1,0,0,0,1,2
1841462694,0,0,0,0,1,1
1033537493,0,0,0,0,1,1
1669511721,0,0,1,0,1,2
1497908560,0,0,0,0,1,1
1760544340,1,0,0,0,1,2
1023035466,0,0,0,0,1,1
1841311479,0,0,0,0,0,0
1609034594,0,0,0,0,0,0
1851349047,0,0,0,0,1,1
1457333262,1,0,0,0,1,2
1164644480,0,0,0,0,1,1
1275793580,0,0,1,0,0,1
1558304956,0,0,0,0,1,1
1003997479,0,0,0,0,1,1
1881686368,0,0,0,0,1,1
1043228414,0,0,1,0,1,2
1659350882,0,0,0,0,1,1
1154593259,0,0,0,0,0,0
1881648541,1,0,0,0,1,2
1124098587,0,0,0,0,1,1
1699814350,1,0,0,0,1,2
1659539153,0,0,0,0,1,1
1629269600,0,0,0,0,1,1
1104820927,0,0,0,0,1,1
1861591794,0,0,0,0,1,1
1548363989,0,0,0,0,1,1
1710940416,0,1,1,0,0,2
1851554265,0,0,0,0,1,1
1962765834,0,0,0,0,1,1
1245245109,0,1,0,0,1,2
1831534957,0,0,0,0,1,1
1891841144,0,0,0,0,1,1
1548323769,0,1,1,0,1,3
1063568202,0,1,0,0,0,1
1629145727,1,0,0,0,1,2
1801874045,0,0,0,0,1,1
1154557601,0,0,0,0,1,1
1932155421,1,0,0,0,1,2
1164403382,0,0,0,0,0,0
1750383261,0,1,0,0,1,2
1356582308,0,0,0,0,1,1
1417095340,0,0,0,0,1,1
1891728168,0,0,0,0,1,1
1518122613,0,0,0,0,1,1
1376599647,0,0,0,0,1,1
1811950454,1,0,0,0,0,1
1366520298,0,0,0,0,1,1
1184614240,0,0,0,0,1,1
1740424712,1,0,0,0,1,2
1124431069,0,0,0,0,1,1
1548203839,0,0,0,0,1,1
1255726865,0,0,0,0,1,1
1588768741,0,0,0,0,1,1
1144628538,0,0,0,0,1,1
1629281282,1,0,0,0,1,2
1528028297,0,0,0,0,1,1
1508819350,0,0,0,0,1,1
1093913444,0,0,0,0,1,1
1508849423,0,1,1,0,0,2
1427021872,1,0,0,0,1,2
1548282700,1,0,0,0,1,2
1013997360,1,0,0,0,1,2
1154389138,1,0,0,0,1,2
1033137377,0,0,0,0,1,1
1639524002,0,0,0,0,1,1
1538246194,0,0,0,0,1,1
1881696078,0,0,0,0,1,1
1114033057,0,1,0,0,0,1
1013918242,0,0,0,0,1,1
1912991696,0,1,0,0,0,1
1154437028,0,0,0,0,1,1
1154595304,0,0,0,0,1,1
1073677977,0,0,0,0,1,1
1992146476,0,0,0,0,1,1
1174546493,0,0,0,0,1,1
1760491807,0,0,0,0,1,1
1285012666,0,0,0,0,1,1
1477909752,0,0,0,0,1,1
1659343861,0,0,0,0,1,1
1659303824,0,0,0,0,1,1
1417274820,0,0,1,0,0,1
1396769055,0,0,0,0,1,1
1457352106,0,0,0,0,1,1
1306259809,0,0,0,0,1,1
1417027525,0,1,0,0,0,1
1346267291,0,0,0,0,1,1
1881692952,1,0,0,0,1,2
1609167253,1,0,0,0,1,2
1376593566,0,0,0,0,1,1
1518910132,0,1,1,0,1,3
1720089204,0,0,0,0,1,1
1205033073,0,0,0,0,1,1
1316304645,0,0,0,0,1,1
1437163854,1,0,0,0,1,2
1194778316,0,0,0,0,1,1
1912903048,0,0,0,0,1,1
1710988944,1,0,0,0,1,2
1104367358,0,0,0,0,1,1
1346479458,1,0,0,0,1,2
1699714899,0,0,0,0,1,1
1568450534,1,0,0,0,1,2
1245761634,0,0,0,0,1,1
1285609537,0,0,0,0,1,1
1518968429,0,0,0,0,1,1
1568607703,0,1,0,0,0,1
1578520763,0,0,0,0,1,1
1457554529,0,0,0,0,1,1
1720094196,0,0,0,0,1,1
1013957125,0,0,0,0,1,1
1417110305,1,0,0,0,1,2
1356669154,0,0,0,0,1,1
1669582938,0,1,1,0,0,2
1417910795,0,0,0,0,1,1
1558477661,0,0,0,0,1,1
1003174814,0,1,0,0,1,2
1699707059,0,0,0,0,1,1
1023084100,0,0,0,0,1,1
1588839500,0,0,0,0,1,1
1740396092,0,0,0,0,1,1
1134210271,0,1,1,0,0,2
1255688701,1,0,0,0,1,2
1376731406,0,0,1,0,1,2
1689628885,0,0,0,0,0,0
1427187319,0,0,0,0,1,1
1689817439,1,0,0,0,0,1
1629073010,0,0,0,0,1,1
1689169088,0,0,0,0,1,1
1952304081,0,1,0,0,0,1
1891738118,0,0,0,0,1,1
1578615480,0,0,0,0,1,1
1396973640,0,0,0,0,1,1
1699899724,0,0,0,0,1,1
1609010883,1,0,0,0,1,2
1205229531,0,0,0,0,1,1
1992248157,0,0,0,0,1,1
1780648873,0,0,0,0,1,1
1821052754,0,0,0,0,1,1
1861686354,0,0,0,0,1,1
1548271406,0,0,0,0,1,1
1740366434,0,0,0,0,1,1
1659475267,0,0,0,0,0,0
1447261136,0,0,0,0,1,1
1952403933,0,1,1,0,0,2
1205919115,0,0,0,0,1,1
1053481382,0,0,0,0,1,1
1215995337,0,1,0,0,0,1
1538437223,0,0,0,0,1,1
1063409381,0,0,0,0,1,1
1447424007,0,0,0,0,1,1
1023033107,0,0,0,0,1,1
1073764718,0,0,0,0,1,1
1740209535,0,1,0,0,0,1
1982882882,0,0,0,0,1,1
1467414797,0,1,0,0,0,1
1104003458,0,0,0,0,1,1
1861668980,0,0,0,0,1,1
1558399485,0,0,0,0,1,1
1104846450,0,0,0,0,1,1
1033375464,1,0,0,0,1,2
1851392229,0,0,0,0,1,1
1053631580,0,0,0,0,1,1
1871541466,0,0,0,0,1,1
1740628726,1,0,0,0,1,2
1669631248,0,0,0,0,1,1
1811199946,0,0,0,0,1,1
1275876229,0,1,1,0,1,3
1083622906,0,0,0,0,1,1
1255504031,0,0,0,0,1,1
1710133277,0,0,0,0,0,0
1952375362,0,0,0,0,1,1
1821092685,1,0,0,0,1,2
1891719902,0,0,0,0,1,1
1699700849,0,0,0,0,1,1
1114361458,1,0,0,0,1,2
1730186677,0,0,1,0,0,1
1669415741,0,0,0,0,1,1
1598265613,0,1,0,0,1,2
1497753131,0,0,0,0,1,1
1356383566,0,0,0,0,1,1
1710983481,0,0,0,0,1,1
1225226301,0,0,0,0,1,1
1831186790,0,0,0,0,1,1
1952422917,1,0,0,0,1,2
1649247487,0,0,0,0,1,1
1194766121,0,0,0,0,1,1
1679630743,0,0,0,0,1,1
1629338348,0,0,0,0,1,1
1376596403,0,1,0,0,1,2
1265763155,0,0,0,0,1,1
1134115397,0,0,0,0,1,1
1396725362,0,1,0,0,0,1
1467412189,0,0,0,0,1,1
1508850991,0,0,0,0,1,1
1356371884,0,0,0,0,1,1
1295919371,0,1,0,0,1,2
1982614400,0,0,0,0,1,1
1457394918,0,1,1,0,0,2
1558380576,0,0,0,0,1,1
1548274749,0,0,0,0,1,1
1225215726,0,0,0,0,1,1
1285653113,0,0,0,0,1,1
1245573252,1,0,0,0,1,2
1437323391,0,0,0,0,1,1
1316043060,0,0,0,0,1,1
1477715084,1,0,0,0,1,2
1851449896,0,0,0,0,1,1
1942395603,0,0,0,0,1,1
1437146966,0,0,0,0,0,0
1265498703,0,0,0,0,1,1
1649278110,1,0,0,0,1,2
1689658809,0,0,0,0,1,1
1922010008,0,0,0,0,1,1
1831700285,0,0,0,0,1,1
1033103114,0,0,0,0,1,1
1265403570,0,0,0,0,1,1
1609867381,1,0,0,0,1,2
1144421355,0,0,0,0,1,1
1427198787,0,0,0,0,1,1
1194033860,0,0,0,0,1,1
1982600979,1,0,0,0,1,2
1932337060,0,0,0,0,1,1
1992730568,0,0,0,0,1,1
1699202655,0,1,0,0,0,1
1609808807,0,1,0,0,0,1
1467493049,0,0,0,0,1,1
1417045329,0,0,0,0,0,0
1457485690,1,0,0,0,1,2
1629017447,0,0,0,0,1,1
1659518694,1,0,0,0,1,2
1386964260,1,0,0,0,1,2
1346224078,0,0,0,0,1,1
1265998736,0,0,0,0,1,1
1366024952,0,0,0,0,1,1
1851474696,0,0,0,0,1,1
1427041078,0,0,0,0,1,1
1891897997,1,0,0,0,1,2
1861490641,1,0,0,0,1,2
1154327518,0,0,0,0,1,1
1982966883,0,0,0,0,1,1
1205902954,1,1,1,0,0,3
1740569227,0,0,0,0,1,1
1992071211,1,0,0,0,1,2
1710987102,0,0,0,0,1,1
1164441622,0,1,1,0,0,2
1922047067,1,0,0,0,1,2
1609977719,0,0,0,0,1,1
1972616100,0,0,0,0,1,1
1871723676,0,0,0,0,1,1
1225015381,0,0,0,0,1,1
1891753315,0,0,0,0,1,1
1255396032,0,0,0,0,1,1
1780020073,0,0,0,0,1,1
1184720542,0,0,0,0,1,1
1912193137,0,0,0,0,1,1
1033341656,0,0,0,0,1,1
1972606374,0,0,0,0,1,1
1619105061,0,0,0,0,1,1
1114286879,0,0,0,0,1,1
1871650465,0,0,0,0,1,1
1760491344,0,0,0,0,1,1
1750805941,0,1,1,0,0,2
1568406460,0,0,0,0,1,1
1164466082,0,0,0,0,1,1
1073866406,0,0,0,0,1,1
1891738498,0,0,0,0,1,1
1124249560,0,0,0,0,1,1
1255713327,0,0,0,0,1,1
1487817854,0,0,0,0,1,1
1447560719,1,0,0,0,1,2
1801869607,1,0,0,0,1,2
1114989092,0,0,0,0,1,1
1164416806,0,0,0,0,1,1
1548346695,0,0,0,0,1,1
1003007204,0,0,0,0,1,1
1487690855,1,0,0,0,1,2
1669458931,1,0,0,0,1,2
1508887290,0,1,0,0,0,1
1568468684,0,0,0,0,1,1
1972521318,1,0,0,0,1,2
1154383784,1,0,0,0,1,2
1780861849,0,0,0,0,1,1
1336129071,0,0,0,0,1,1
1114062775,0,0,0,0,1,1
1891779062,0,0,0,0,1,1
1306863063,0,0,0,0,1,1
1619956976,0,0,0,0,1,1
1720223803,0,0,0,0,1,1
1760426670,0,0,0,0,1,1
1336255850,1,0,0,0,1,2
1700879186,1,0,0,0,1,2
1477709632,0,0,0,0,1,1
1578500146,0,0,0,0,1,1
1811914658,0,0,0,0,1,1
1154424372,0,0,0,0,1,1
1588698534,0,1,1,0,0,2
1629210927,1,0,0,0,0,1
1285730705,0,0,0,0,1,1
1629203708,0,0,0,0,1,1
1871778001,0,0,0,0,1,1
1982023917,0,0,0,0,1,1
1396703351,0,0,0,0,1,1
1265430649,0,0,0,0,0,0
1235174053,1,0,0,0,0,1
1205851177,0,0,0,0,1,1
1396744546,0,0,0,0,1,1
1619077906,0,0,0,0,1,1
1760477202,0,0,0,0,1,1
1205944089,0,0,0,0,1,1
1073654570,1,0,0,0,1,2
1558547943,0,0,0,0,1,1
1699859314,1,0,0,0,1,2
1548395460,0,1,0,0,0,1
1114089471,0,1,0,0,0,1
1790768430,1,0,0,0,1,2
1538695333,0,0,0,0,1,1
1174781553,0,0,0,0,1,1
1235131061,0,0,0,0,1,1
1982801718,1,0,0,0,1,2
1205827623,0,0,0,0,1,1
1851658876,0,0,0,0,1,1
1013951870,1,0,0,0,1,2
1720079437,0,0,0,0,1,1
1376588194,1,0,0,0,1,2
1609897206,0,0,0,0,1,1
1588616676,0,0,0,0,1,1
1295939486,0,0,0,0,1,1
1679861256,0,0,0,0,1,1
1326333246,0,0,0,0,1,1
1366553372,1,0,0,0,0,1
1841206703,1,0,0,0,1,2
1902064421,0,0,0,0,0,0
1437257706,0,0,0,0,1,1
1871655944,0,0,0,0,1,1
1548212756,1,0,0,0,1,2
1740253954,0,0,0,0,1,1
1851479380,0,0,0,0,1,1
1881826121,0,0,0,0,1,1
1417950155,1,0,0,0,1,2
1912908633,0,0,0,0,1,1
1740278415,0,0,0,0,1,1
1306835202,1,0,0,0,1,2
1134274012,0,0,0,0,1,1
1720043920,0,0,0,0,1,1
1043666142,0,0,0,0,1,1
1669439279,0,0,0,0,0,0
1588636393,0,0,0,0,1,1
1649215989,0,0,0,0,1,1
1598743098,0,0,0,0,1,1
1184761439,0,0,0,0,1,1
1184706343,0,0,0,0,1,1
1902013196,0,0,0,0,1,1
1588810055,0,0,0,0,1,1
1609883438,0,0,0,0,1,1
1578636650,0,0,1,0,1,2
1144328717,0,0,0,0,1,1
1710959549,1,0,0,0,1,2
1275636060,0,0,0,0,1,1
1811947328,0,0,0,0,1,1
1689968885,0,0,0,0,1,1
1841218013,0,0,0,0,1,1
1558346106,0,1,1,0,0,2
1407997406,1,0,0,0,1,2
1528035573,0,0,0,0,0,0
1306860465,0,0,0,0,1,1
1588753842,0,0,0,0,1,1
1679557375,0,0,0,0,1,1
1003168840,1,0,0,0,1,2
1255444105,0,0,0,0,0,0
1093817512,0,0,0,0,1,1
1225094071,1,0,0,0,1,2
1336137850,0,0,0,0,0,0
1558380808,0,0,0,0,1,1
1700038577,0,0,0,0,1,1
1528024122,0,0,0,0,1,1
1750475562,0,0,0,0,1,1
1841231057,0,1,0,0,0,1
1962606509,0,0,0,0,1,1
1619971553,0,0,0,0,1,1
1295782951,1,0,0,0,1,2
1487752093,0,0,0,0,1,1
1821030438,1,0,0,0,1,2
1518233899,0,0,0,0,1,1
1750390092,0,0,0,0,1,1
1801011085,0,0,0,0,1,1
1649520909,1,0,0,0,1,2
1669426557,0,0,0,0,1,1
1982677712,0,0,0,0,1,1
1033220256,0,0,0,0,1,1
1497899223,1,0,0,0,1,2
1730380007,0,1,0,0,0,1
1225259666,0,0,0,0,1,1
1407054471,0,0,0,0,1,1
1790881159,0,0,0,0,1,1
1164606034,0,0,0,0,1,1
1255402418,0,0,0,0,1,1
1659318608,0,0,0,0,0,0
1245402072,0,0,0,0,0,0
1366489312,0,1,0,0,0,1
1205812898,0,0,0,0,1,1
1508071846,0,0,0,0,1,1
1023009909,0,0,0,0,1,1
1487614798,0,0,0,0,1,1
1336528173,0,0,0,0,1,1
1619989266,0,0,0,0,1,1
1568563401,0,0,0,0,1,1
1588600894,0,0,0,0,1,1
1790730497,1,0,0,0,1,2
1639230766,0,0,0,0,0,0
1619174240,0,0,0,0,1,1
1134277569,0,0,0,0,1,1
1245664788,0,0,0,0,1,1
1124382783,1,0,0,0,1,2
1023295516,0,0,0,0,1,1
1508820184,0,0,0,0,1,1
1285616094,0,0,0,0,1,1
1093778276,1,0,0,0,1,2
1063614436,0,0,0,0,1,1
1568441244,1,0,0,0,0,1
1598716680,1,0,0,0,1,2
1053303461,0,0,0,0,0,0
1497742381,1,0,0,0,0,1
1811946866,0,0,0,0,1,1
1215553326,0,0,1,0,1,2
1508806712,0,0,0,0,0,0
1699763391,1,0,0,0,1,2
1942543533,0,0,0,0,0,0
1083133615,0,0,0,0,1,1
1467409961,0,0,0,0,1,1
1821017344,1,0,0,0,1,2
1194035667,0,0,0,0,1,1
1932130481,0,0,0,0,0,0
1447214002,0,0,0,0,1,1
1093794547,0,0,0,0,0,0
1265476261,0,0,0,0,0,0
1073734935,0,1,0,0,0,1
1639130651,1,0,0,0,1,2
1508849043,0,0,0,0,1,1
1306880786,0,0,0,0,1,1
1104827799,0,0,0,0,1,1
1578791729,0,1,0,0,0,1
1861554974,0,0,0,0,1,1
1306070750,0,0,0,0,1,1
1457318545,1,0,0,0,1,2
1932174612,0,0,0,0,1,1
1306917661,0,0,0,0,1,1
1477930717,1,0,0,0,1,2
1689768277,1,0,0,0,1,2
1962403998,0,0,0,0,1,1
1013020593,0,0,0,0,1,1
1801114111,0,0,0,0,0,0
1922274141,0,0,0,0,1,1
1215038674,1,0,0,0,0,1
1023531167,0,0,0,0,0,0
1831485705,0,0,0,0,0,0
1801887856,0,0,0,0,0,0
1568411924,0,0,0,0,0,0
1609851369,0,0,0,0,1,1
1417023201,0,0,0,0,1,1
1316472400,0,0,0,0,1,1
1366540791,0,0,0,0,0,0
1851315857,0,0,0,0,1,1
1699761437,0,0,0,0,1,1
1811921794,0,1,0,0,0,1
1528068368,0,1,0,0,0,1
1669519385,0,1,1,0,0,2
1043257728,0,0,0,0,1,1
1568433498,0,0,0,0,1,1
1952349813,0,0,0,0,1,1
1265521611,0,0,0,0,1,1
1962885350,0,0,0,0,1,1
1013070754,0,0,0,0,1,1
1396747598,0,0,0,0,1,1
1982069316,0,1,1,0,0,2
1861443459,0,0,0,0,1,1
1598733651,0,0,0,0,1,1
1881898104,0,0,0,0,1,1
1922033869,0,0,0,0,1,1
1174840680,0,0,0,0,1,1
1659399269,0,0,0,0,1,1
1235113556,0,1,0,0,0,1
1972691368,0,0,0,0,0,0
1952629230,1,0,0,0,1,2
1467483958,0,0,0,0,0,0
1356468672,0,0,0,0,1,1
1790741262,0,1,0,0,1,2
1063578425,1,1,0,0,0,2
1467467399,0,0,0,0,1,1
1679638423,1,0,0,0,1,2
1356488845,0,0,0,0,1,1
1164417945,0,1,0,0,0,1
1942680673,1,0,0,0,1,2
1669614897,0,0,0,0,1,1
1679576383,0,0,0,0,0,0
1235334145,0,0,0,0,1,1
1053341685,0,0,0,0,1,1
1558334656,1,0,0,0,1,2
1063910016,1,0,0,0,0,1
1922061548,0,0,0,0,1,1
1295026482,0,0,0,0,1,1
1063077006,0,0,0,0,1,1
1407816820,0,0,0,0,1,1
1346315900,0,0,0,0,0,0
1386775740,0,0,0,0,0,0
1083257521,0,0,0,0,0,0
1255335592,0,0,0,0,1,1
1841389087,0,0,0,0,1,1
1346360690,1,0,0,0,1,2
1245281120,0,0,0,0,1,1
1114024247,0,0,0,0,1,1
1881115442,1,0,0,0,1,2
1245586296,0,0,0,0,1,1
1407894975,0,1,0,0,0,1
1083140172,1,0,0,0,0,1
1174563431,0,0,0,0,0,0
1437198264,1,0,0,0,1,2
1336140052,0,0,0,0,1,1
1467490953,1,0,0,0,1,2
1417902339,0,0,0,0,0,0
1245528629,0,0,0,0,1,1
1629431267,1,0,0,0,1,2
1861464166,0,0,0,0,0,0
1962405597,0,0,1,0,0,1
1164836896,0,0,0,0,0,0
1881702793,0,0,0,0,1,1
1851319180,0,0,0,0,1,1
1013406099,0,0,0,0,1,1
1225490956,0,1,0,0,1,2
1083761670,0,1,0,0,0,1
1568418689,0,0,1,0,0,1
1811153695,0,0,0,0,0,0
1427088202,0,0,0,0,1,1
1912999426,0,0,0,0,1,1
1891999413,1,0,0,0,1,2
1780675108,0,0,0,0,1,1
1508034927,1,0,0,0,0,1
1083820252,0,0,0,0,0,0
1538471842,0,0,0,0,1,1
1306037171,1,0,0,0,0,1
1093864423,0,0,0,0,1,1
1720015787,0,0,0,0,1,1
1699944314,0,0,0,0,0,0
1538157227,0,0,0,0,1,1
1952364788,0,0,0,0,1,1
1942220835,0,0,0,0,1,1
1124211560,0,0,0,0,0,0
1548474257,1,0,0,0,0,1
1104867068,0,1,1,0,0,2
1104006360,0,0,0,0,0,0
1700987823,0,0,0,0,1,1
1982649695,1,0,0,0,1,2
1053300863,0,0,0,0,1,1
1255437125,0,1,0,0,0,1
1972784866,0,0,0,0,1,1
1730271412,0,0,0,0,1,1
1639224264,0,0,0,0,1,1
1659312536,0,0,0,0,1,1
1326121823,1,0,0,0,0,1
1255333456,0,0,0,0,1,1
1033369806,0,0,0,0,0,0
1750549473,1,0,0,0,0,1
1356385165,0,0,0,0,1,1
1588679989,0,0,0,0,1,1
1629194543,1,0,0,0,0,1
1063535664,0,0,0,0,0,0
1275513491,0,0,0,0,1,1
1366637332,1,0,0,0,1,2
1588658512,0,0,0,0,0,0
1205995701,0,0,0,0,1,1
1285696948,1,0,0,0,0,1
1356436786,0,0,0,0,0,0
1376582072,0,0,0,0,1,1
1013920362,0,0,0,0,0,0
1831352269,0,0,0,0,0,0
1942576921,0,0,0,0,0,0
1073500443,0,0,0,0,1,1
1639182066,0,1,1,0,0,2
1821197526,0,0,0,0,0,0
1396826160,0,0,0,0,0,0
1285153866,0,0,0,0,0,0
1538184635,1,0,0,0,1,2
1477936862,0,0,0,0,1,1
1649610965,0,0,0,0,0,0
1518214923,1,0,0,0,0,1
1205190659,0,0,0,0,0,0
1881897601,0,0,0,0,0,0
1265670046,0,0,0,0,0,0
1740423243,0,0,0,0,0,0
1780663898,0,0,0,0,0,0
1184144792,0,0,0,0,1,1
1659475028,0,0,0,0,1,1
1215544945,0,0,0,0,1,1
1497768808,0,0,0,0,0,0
1588140453,0,0,0,0,1,1
1659438034,0,1,0,0,0,1
1851331318,1,0,0,0,0,1
1083686372,0,0,0,0,0,0
1447440029,0,0,0,0,0,0
1437425857,0,0,0,0,0,0
1164838611,0,0,0,0,0,0
1316117443,1,0,0,0,0,1
1962422469,0,0,0,0,0,0
1225399736,0,0,0,0,1,1
1437539723,0,0,0,0,1,1
1548442031,0,0,0,0,0,0
1992744015,0,0,0,0,1,1
1831176452,1,0,0,0,1,2
1154801280,0,0,0,0,0,0
1053725820,1,0,0,0,0,1
1447282421,0,0,0,0,1,1
1811164528,1,0,0,0,0,1
1720070527,0,0,0,0,0,0
1730287020,0,0,0,0,0,0
1629082847,0,0,0,0,0,0
1912998204,0,0,0,0,0,0
1871755082,1,0,0,0,0,1
1225069545,1,0,0,0,0,1
1386671386,1,0,0,0,0,1
1003878000,0,0,0,0,0,0
1033370051,0,0,0,0,1,1
1386778199,1,0,0,0,1,2
1740281310,0,0,0,0,0,0
1619944485,0,0,0,0,0,0
1114049319,0,0,0,0,0,0
1356369623,1,0,0,0,0,1
1003997255,0,1,1,0,0,2
1447211024,0,1,0,0,0,1
1740418995,1,0,0,0,0,1
1477517142,0,0,0,0,0,0
1639399280,0,0,0,0,0,0
1265638167,0,0,0,0,1,1
1689645368,0,0,0,0,1,1
1740257773,0,0,0,0,1,1
1427079250,1,0,0,0,0,1
1396375523,1,0,0,0,1,2
1144496993,0,0,0,0,0,0
1811175391,0,0,0,0,1,1
1003838020,0,0,0,0,0,0
1891873329,0,0,0,0,0,0
1508275181,0,0,0,0,0,0
1114950391,0,0,0,0,0,0
1093777880,0,0,0,0,0,0
1982662029,0,0,0,0,1,1
1467848424,0,0,0,0,1,1
1417952847,0,0,0,0,0,0
1609806041,0,0,0,0,0,0
1831122704,0,0,0,0,0,0
1558347641,0,0,0,0,0,0
1922024769,0,0,0,0,0,0
1508048158,0,0,0,0,0,0
1245352699,1,1,0,0,0,2
1780661033,1,0,0,0,0,1
1255592515,0,0,0,0,0,0
1558742197,0,0,0,0,1,1
1770509168,0,0,0,0,1,1
1649497843,0,0,0,0,0,0
1891734638,0,0,0,0,0,0
1962476903,0,0,0,0,0,0
1932152329,0,0,0,0,0,0
1942649785,1,0,0,0,0,1
1730122060,1,0,0,0,0,1
1487639183,0,0,0,0,1,1
1912978800,1,0,0,0,0,1
1326059320,0,0,0,0,0,0
1396056032,0,0,0,0,0,0
1336127323,1,0,0,0,0,1
1851461248,0,0,0,0,0,0
1184705741,0,0,0,0,0,0
1598926966,0,0,0,0,0,0
1538354402,0,0,0,0,0,0
1508020827,1,0,0,0,1,2
1811981996,1,0,0,0,0,1
1144261298,0,1,0,0,0,1
1477663318,0,0,0,0,1,1
1033565338,0,0,0,0,0,0
1730505546,0,0,0,0,0,0
1104847672,1,0,0,0,0,1
1265545891,0,0,0,0,0,0
1093711269,0,0,0,0,0,0
1306942289,0,0,0,0,0,0
1942535828,0,0,0,0,1,1
1487867172,1,0,0,0,0,1
1568410181,1,0,0,0,0,1
1740279553,1,0,0,0,0,1
1811989197,0,0,0,0,0,0
1619901006,0,0,0,0,0,0
1528018256,1,0,0,0,0,1
1831159714,0,0,0,0,0,0
1437280971,0,0,0,0,0,0
1639531403,0,0,0,0,0,0
1811956683,0,0,0,0,0,0
1235565920,0,0,0,0,1,1
1225106693,0,0,0,0,0,0
1487716544,0,0,0,0,0,0
1093974776,0,0,0,0,0,0
1902896764,0,0,0,0,0,0
1275548331,0,0,0,0,0,0
1184738544,0,0,0,0,0,0
1366544033,1,0,0,0,0,1
1275599458,0,0,0,0,0,0
1184865982,0,0,0,0,0,0
1588862817,0,0,0,0,0,0
1861526451,0,0,0,0,0,0
1184939381,1,0,0,0,0,1
1053312447,1,0,0,0,1,2
1053347401,0,0,0,0,0,0
1144336967,0,0,0,0,0,0
1780617514,1,0,0,0,0,1
1043609647,0,0,0,0,0,0
1770523821,1,0,0,0,0,1
1164665477,0,0,0,0,0,0
1215938360,0,1,1,0,0,2
1568079366,0,0,0,0,1,1
1790712750,0,0,0,0,0,0
1811943392,1,0,0,0,0,1
1932205879,0,0,0,0,0,0
1043224686,0,0,0,0,0,0
1952373631,1,0,0,0,0,1
1356414130,0,0,0,0,0,0
1164539094,1,0,0,0,0,1
1528098407,1,0,0,0,0,1
1912947326,0,0,0,0,0,0
1902113368,1,0,0,0,0,1
1447487129,0,0,0,0,0,0
1285604934,1,0,0,0,0,1
1235210097,0,1,0,0,0,1
1366477333,0,1,0,0,0,1
1740896539,0,0,0,0,1,1
1356617849,0,0,0,0,0,0
1811139371,0,0,0,0,0,0
1952507923,0,0,0,0,0,0
1144269093,1,0,0,0,0,1
1841425253,0,0,0,0,0,0
1568484061,0,0,0,0,0,0
1992860829,1,0,0,0,0,1
1477648087,1,0,0,0,0,1
1215433354,0,0,0,0,0,0
1275868713,0,0,0,0,1,1
1124102504,0,1,1,0,0,2
1003093147,0,0,0,0,0,0
1932294469,1,0,0,0,0,1
1760723092,0,0,0,0,0,0
1225246861,0,0,0,0,0,0
1588680318,0,0,0,0,0,0
1447344759,0,0,0,0,0,0
1619186194,0,0,0,0,0,0
1508186941,0,0,0,0,0,0
1962504902,0,1,1,0,0,2
1033341821,0,0,0,0,0,0
1891795431,0,0,0,0,0,0
1235150103,0,0,0,0,1,1
1134124662,0,0,0,0,0,0
1790065209,0,1,1,0,0,2
1841285087,0,0,0,0,0,0
1447228713,0,0,0,0,0,0
1053383869,0,0,0,0,0,0
1700944279,0,0,0,0,0,0
1851392575,0,0,0,0,0,0
1700823143,0,0,0,0,0,0
1083658801,0,1,1,0,0,2
1316021165,1,0,0,0,0,1
1467491563,0,0,0,0,0,0
1659488120,0,0,0,0,0,0
1851322085,0,0,0,0,0,0
1174696884,1,0,0,0,0,1
1992703045,1,0,0,0,0,1
1003380437,0,0,0,0,0,0
1992040257,0,0,0,0,1,1
1063476463,1,0,0,0,0,1
1134104706,0,0,0,0,0,0
1043582703,1,0,0,0,0,1
1962581942,0,1,1,0,0,2
1629071550,1,0,0,0,0,1
1043223431,0,0,0,0,0,0
1306203633,0,0,0,0,0,0
1043283484,1,0,0,0,0,1
1447269824,0,1,0,0,0,1
1033547252,0,0,0,0,0,0
1427082171,0,0,0,0,0,0
1013973213,0,0,0,0,0,0
1871788422,1,0,0,0,0,1
1164484440,1,1,1,0,0,3
1306838172,0,1,1,0,0,2
1679676266,0,0,0,0,0,0
1841447745,0,0,0,0,0,0
1750357836,0,0,0,0,0,0
1487817466,1,0,0,0,0,1
1336164235,0,0,0,0,0,0
1952469819,1,0,0,0,0,1
1851305320,0,0,0,0,0,0
1306861729,0,0,0,0,0,0
1851333975,0,0,0,0,0,0
1902860083,0,0,0,0,0,0
1225190382,0,0,0,0,0,0
1083708861,0,0,0,0,0,0
1316931413,0,0,0,0,0,0
1477643443,0,0,0,0,0,0
1629275631,0,0,0,0,0,0
1679770366,0,0,0,0,0,0
1013967140,0,0,0,0,0,0
1255398293,0,0,0,0,0,0
1215972419,1,0,0,0,0,1
1063679827,1,0,0,0,0,1
1326035387,0,0,0,0,0,0
