Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_Type,HCPCS_Cd,HCPCS_Desc,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
1003016957,Mathur,Shishir,Glastonbury,CT,6033,1,Interventional Cardiology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,15,16.0,16,135.375,93.4,74.996875,73.023125
1003016957,Mathur,Shishir,Glastonbury,CT,6033,1,Interventional Cardiology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,13,13.0,13,200.0,130.81384615,88.136923077,88.052307692
1003016957,Mathur,Shishir,Glastonbury,CT,6033,1,Interventional Cardiology,G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and tec",O,17,35.0,35,490.0,257.602,202.10657143,201.21885714
1003019340,Baros,Evagelia,Tigard,OR,97223,1,Internal Medicine,99442,"Telephone medical discussion with physician, 11-20 minutes",O,30,30.0,30,299.0,89.415666667,88.789,89.271
1003019613,Stefan,Delia,Fishkill,NY,12524,1,Endocrinology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,17,17.0,17,584.0,153.48235294,103.64117647,85.053529412
1003022013,Chen,Merry,Houston,TX,77030,1,Neurology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,49,61.0,61,254.78688525,98.820983607,77.855245902,76.963606557
1003022500,Sundararajan,Venkatesh,Horsham,PA,19044,1,Pain Management,99442,"Telephone medical discussion with physician, 11-20 minutes",O,13,15.0,15,280.0,91.852,52.012666667,51.216
1003023706,Nguyen,Van-Anh,Annandale,VA,22003,1,Family Practice,99442,"Telephone medical discussion with physician, 11-20 minutes",O,103,201.0,201,206.0,105.4618408,75.757064677,64.024477612
1003023706,Nguyen,Van-Anh,Annandale,VA,22003,1,Family Practice,99443,"Telephone medical discussion with physician, 21-30 minutes",O,80,136.0,136,303.27941176,149.00051471,107.62683824,91.211397059
1003025875,Davol,Patrick,Medford,OR,97504,1,Urology,99441,"Telephone medical discussion with physician, 5-10 minutes",O,14,15.0,15,50.0,49.473333333,39.473333333,44.5
1003026410,Mummadi,Vijaya,Dallas,TX,75231,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,23,24.0,24,60.0,19.331666667,14.81625,14.307916667
1003026410,Mummadi,Vijaya,Dallas,TX,75231,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,60,479.0,479,200.0,56.914029228,43.409895616,41.664258873
1003026410,Mummadi,Vijaya,Dallas,TX,75231,1,Internal Medicine,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,60,487.0,487,160.0,50.689835729,38.776324435,37.639199179
1003026410,Mummadi,Vijaya,Dallas,TX,75231,1,Internal Medicine,99458,"Management using the results of remote vital sign monitoring per calendar month, each additional 20 minutes",O,55,179.0,123,130.0,41.183743017,32.658547486,31.729441341
1003029372,Tanagho,Youssef,Panorama City,CA,91402,1,Urology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,39,44.0,44,196.81818182,97.645909091,71.593863636,66.073863636
1003030693,Maddox,William,Birmingham,AL,35211,1,Cardiology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,51,51.0,51,215.0,95.805490196,64.554117647,65.748823529
1003030693,Maddox,William,Birmingham,AL,35211,1,Cardiology,G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and tec",O,35,154.0,154,200.0,15.901948052,11.33,11.066753247
1003036690,Segal,Cheryl,Virginia Bch,VA,23462,1,Nurse Practitioner,99443,"Telephone medical discussion with physician, 21-30 minutes",O,12,25.0,25,45.0,44.8416,24.3216,79.2864
1003037037,Parada,Gregory,Seattle,WA,98108,1,Family Practice,99442,"Telephone medical discussion with physician, 11-20 minutes",O,12,34.0,34,204.58823529,94.680294118,73.865882353,71.370882353
1003037904,Burdick,Kristin,Nashua,NH,3063,1,Family Practice,99442,"Telephone medical discussion with physician, 11-20 minutes",O,11,13.0,13,185.30769231,67.158461538,47.412307692,46.556923077
1003037904,Burdick,Kristin,Nashua,NH,3063,1,Family Practice,99443,"Telephone medical discussion with physician, 21-30 minutes",O,31,37.0,37,248.64864865,98.903513514,64.292972973,63.315945946
1003039785,Young,David,Yardley,PA,19067,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,16,34.0,34,300.0,27.577058824,22.057058824,21.63
1003040254,Shah,Samit,Manhasset,NY,11030,1,Cardiology,G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and tec",O,12,60.0,60,1240.0,284.28316667,227.46116667,222.6655
1003040981,Shah,Akshay,Peoria,AZ,85381,1,Gastroenterology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,13,14.0,14,268.5,83.560714286,35.037142857,42.026428571
1003040981,Shah,Akshay,Peoria,AZ,85381,1,Gastroenterology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,11,12.0,12,381.5,125.775,44.5225,47.206666667
1003042581,Verdecia,Dania,Miami,FL,33175,1,Nurse Practitioner,99441,"Telephone medical discussion with physician, 5-10 minutes",O,15,27.0,27,35.0,34.73037037,21.508148148,32.3
1003042581,Verdecia,Dania,Miami,FL,33175,1,Nurse Practitioner,99442,"Telephone medical discussion with physician, 11-20 minutes",O,15,20.0,20,70.0,69.4065,46.1065,52.1525
1003043571,Sise,Meghan,Boston,MA,2114,1,Nephrology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,17,17.0,17,533.76470588,143.43823529,105.5,93.537058824
1003043712,Gorokhov,Igor,Beverly Hills,CA,90210,1,Internal Medicine,99421,"Online digital evaluation and management service for an established patient for up to 7 days, total time 5-10 minutes",O,149,254.0,254,49.411417323,16.302834646,12.99523622,11.919251969
1003043712,Gorokhov,Igor,Beverly Hills,CA,90210,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,11,34.0,34,198.95647059,64.548529412,51.473823529,43.677058824
1003043712,Gorokhov,Igor,Beverly Hills,CA,90210,1,Internal Medicine,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,16,76.0,76,101.78,55.011447368,43.298947368,38.822368421
1003043712,Gorokhov,Igor,Beverly Hills,CA,90210,1,Internal Medicine,99458,"Management using the results of remote vital sign monitoring per calendar month, each additional 20 minutes",O,13,94.0,47,102.86276596,44.087765957,34.784042553,31.675212766
1003043712,Gorokhov,Igor,Beverly Hills,CA,90210,1,Internal Medicine,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,20,23.0,23,47.58,15.657826087,6.8369565217,6.1691304348
1003044256,Favreau,Stephanie,Warwick,RI,2886,1,Internal Medicine,99442,"Telephone medical discussion with physician, 11-20 minutes",O,13,13.0,13,170.0,93.763846154,71.913076923,69.128461538
1003044256,Favreau,Stephanie,Warwick,RI,2886,1,Internal Medicine,99443,"Telephone medical discussion with physician, 21-30 minutes",O,12,13.0,13,240.0,132.32384615,86.991538462,84.132307692
1003044876,Trenkle,Geoffrey,Los Angeles,CA,90033,1,Otolaryngology,99441,"Telephone medical discussion with physician, 5-10 minutes",O,11,12.0,12,139.58333333,36.988333333,22.2325,38.776666667
1003044876,Trenkle,Geoffrey,Los Angeles,CA,90033,1,Otolaryngology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,18,22.0,22,184.54545455,67.592272727,46.318181818,65.841818182
1003046624,Tan,Theodore Conrad,Dover,DE,19904,1,Internal Medicine,99441,"Telephone medical discussion with physician, 5-10 minutes",O,38,38.0,38,45.0,44.647894737,23.496052632,33.317368421
1003046624,Tan,Theodore Conrad,Dover,DE,19904,1,Internal Medicine,99442,"Telephone medical discussion with physician, 11-20 minutes",O,117,156.0,156,50.0,49.535705128,32.258782051,66.182628205
1003047242,Kancharla,Krishna,Pittsburgh,PA,15232,1,Cardiology,G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and tec",O,28,67.0,67,72.0,35.36238806,25.32358209,24.841791045
1003047978,Mangune,Edwin,Bellflower,CA,90706,1,Family Practice,99441,"Telephone medical discussion with physician, 5-10 minutes",O,13,26.0,26,105.76923077,62.383076923,33.467692308,29.969230769
1003048117,Agha,Haidr,Virginia Beach,VA,23454,1,Nephrology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,44,58.0,58,326.78,95.964655172,56.904137931,88.776034483
1003049610,Drames,Thomas,Yardley,PA,19067,1,Critical Care (Intensivists),99441,"Telephone medical discussion with physician, 5-10 minutes",O,12,12.0,12,150.0,59.78,48.743333333,45.426666667
1003053851,Jeng,Aaron,San Gabriel,CA,91776,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,13,35.0,35,70.0,65.067428571,52.007428571,43.68
1003053851,Jeng,Aaron,San Gabriel,CA,91776,1,Internal Medicine,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,31,97.0,97,60.0,55.51556701,42.120412371,37.308350515
1003053851,Jeng,Aaron,San Gabriel,CA,91776,1,Internal Medicine,99458,"Management using the results of remote vital sign monitoring per calendar month, each additional 20 minutes",O,20,47.0,47,50.0,44.605106383,34.903829787,31.338723404
1003055302,Alqwasmi,Abdel Hai,West Bend,WI,53095,1.1,Hematology-Oncology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,36,47.0,47,104.0,63.172553191,49.587659574,51.85893617
1003056888,Pilgrim,Jacqueline,Mount Vernon,NY,10550,1,Nurse Practitioner,99442,"Telephone medical discussion with physician, 11-20 minutes",O,33,47.0,47,106.62,74.267659574,57.904255319,59.862978723
1003056888,Pilgrim,Jacqueline,Mount Vernon,NY,10550,1,Nurse Practitioner,99443,"Telephone medical discussion with physician, 21-30 minutes",O,19,19.0,19,119.78842105,105.97210526,74.494210526,76.574736842
1003057027,Peppler,Jamie,Fort Wayne,IN,46814,1,Nurse Practitioner,99442,"Telephone medical discussion with physician, 11-20 minutes",O,16,27.0,27,142.0,63.077407407,48.508148148,61.296296296
1003057027,Peppler,Jamie,Fort Wayne,IN,46814,1,Nurse Practitioner,99443,"Telephone medical discussion with physician, 21-30 minutes",O,21,28.0,28,206.0,98.43,74.026428571,82.976071429
1003057936,Tough Desapri,Kristi,Winnetka,IL,60093,1,Internal Medicine,99442,"Telephone medical discussion with physician, 11-20 minutes",O,31,33.0,33,175.0,96.894545455,66.650606061,61.720909091
1003057936,Tough Desapri,Kristi,Winnetka,IL,60093,1,Internal Medicine,99443,"Telephone medical discussion with physician, 21-30 minutes",O,32,33.0,33,250.0,137.5669697,103.59787879,95.583333333
1003058173,Kapalis,Matthew,Omaha,NE,68124,1,Clinical Cardiac Electrophysiology,99441,"Telephone medical discussion with physician, 5-10 minutes",O,36,41.0,41,132.0,51.913658537,40.367317073,43.513902439
1003058173,Kapalis,Matthew,Omaha,NE,68124,1,Clinical Cardiac Electrophysiology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,15,15.0,15,214.06666667,84.626666667,58.466666667,63.149333333
1003058173,Kapalis,Matthew,Omaha,NE,68124,1,Clinical Cardiac Electrophysiology,G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and tec",O,80,552.0,552,330.0,55.235289855,36.583007246,36.740543478
1003058454,Deafenbaugh,Luann,Warsaw,IN,46580,4,Nurse Practitioner,99442,"Telephone medical discussion with physician, 11-20 minutes",F,11,12.0,12,149.0,53.521666667,33.405,35.709166667
1003058546,Kieley,Samuel,Woodbury,MN,55125,1,Urology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,12,14.0,14,170.0,94.620714286,71.172142857,67.647857143
1003059437,Reddy,Sruthi,Washington,DC,20007,1,Internal Medicine,99443,"Telephone medical discussion with physician, 21-30 minutes",O,14,17.0,17,261.35294118,148.71764706,112.01705882,95.764705882
1003061367,Baadh,Amanjit,Roseville,MN,55113,1,Diagnostic Radiology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,13,15.0,15,123.0,122.56133333,85.794,89.914
1003062589,Schoneburg,Bernadette,Chicago,IL,60612,1,Neurology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,24,25.0,25,243.56,104.8124,77.0588,71.2444
1003062647,Beauzile,Ronald,Belchertown,MA,1007,1,Internal Medicine,99443,"Telephone medical discussion with physician, 21-30 minutes",O,127,188.0,188,242.0,133.20026596,86.430797872,82.760265957
1003063538,Disanti,Donna,Plant City,FL,33563,1,Nurse Practitioner,99421,"Online digital evaluation and management service for an established patient for up to 7 days, total time 5-10 minutes",O,12,12.0,12,45.0,11.09,8.84,10.15
1003063538,Disanti,Donna,Plant City,FL,33563,1,Nurse Practitioner,99422,"Online digital evaluation and management service for an established patient for up to 7 days, total time 11-20 minutes",O,14,16.0,16,65.0,21.92,15.26125,17.73125
1003063538,Disanti,Donna,Plant City,FL,33563,1,Nurse Practitioner,99441,"Telephone medical discussion with physician, 5-10 minutes",O,15,18.0,18,83.0,33.982222222,27.104444444,37.82
1003063538,Disanti,Donna,Plant City,FL,33563,1,Nurse Practitioner,99442,"Telephone medical discussion with physician, 11-20 minutes",O,15,16.0,16,150.0,58.88625,44.085,58.551875
1003066580,Kaimakliotis,Hristos,Indianapolis,IN,46202,1,Urology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,60,76.0,76,193.0,93.071184211,72.314078947,75.688421053
1003066580,Kaimakliotis,Hristos,Indianapolis,IN,46202,1,Urology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,22,25.0,25,193.0,92.68,73.9,101.75
1003067455,Feng,Yan,Greensboro,NC,27403,1,Hematology-Oncology,99442,"Telephone medical discussion with physician, 11-20 minutes",F,18,20.0,20,175.0,64.524,43.66,45.0205
1003067455,Feng,Yan,Greensboro,NC,27403,1,Hematology-Oncology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,25,29.0,29,255.0,94.787241379,68.418275862,70.641724138
1003071598,Muntean,Rebecca,Spokane,WA,99204,1,Rheumatology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,18,19.0,19,341.0,129.24631579,77.231578947,76.100526316
1003072893,Shah,Anand,Lisle,IL,60532,1,Radiation Oncology,99441,"Telephone medical discussion with physician, 5-10 minutes",O,44,56.0,56,179.0,59.1275,37.81,35.758928571
1003073636,Blum,Sonja,Marshfield,WI,54449,4,Neurology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,19,24.0,24,205.53666667,85.9375,68.5375,71.89
1003073636,Blum,Sonja,Marshfield,WI,54449,4,Neurology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,13,13.0,13,315.4,121.82846154,97.148461538,101.75
1003075383,Jewison,David,Minneapolis,MN,55414,1,Sports Medicine,99442,"Telephone medical discussion with physician, 11-20 minutes",O,60,79.0,79,204.93670886,88.830253165,65.314936709,66.286582278
1003075771,Lewis,Jennifer,Somersworth,NH,3878,1,Gastroenterology,99441,"Telephone medical discussion with physician, 5-10 minutes",O,42,49.0,49,153.0,53.455306122,36.000612245,38.108367347
1003075771,Lewis,Jennifer,Somersworth,NH,3878,1,Gastroenterology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,26,29.0,29,247.0,90.50862069,67.103793103,66.94137931
1003076522,Auchincloss,Hugh,Boston,MA,2114,1,Thoracic Surgery,99443,"Telephone medical discussion with physician, 21-30 minutes",F,12,19.0,19,398.26315789,106.33421053,77.298421053,70.520526316
1003076522,Auchincloss,Hugh,Boston,MA,2114,1,Thoracic Surgery,99443,"Telephone medical discussion with physician, 21-30 minutes",O,34,52.0,52,534.30769231,142.98961538,106.06692308,94.519230769
1003076886,Suh,Jungman,Flushing,NY,11358,1,Neurology,99441,"Telephone medical discussion with physician, 5-10 minutes",O,52,78.0,78,75.0,67.375897436,48.264358974,39.935897436
1003076886,Suh,Jungman,Flushing,NY,11358,1,Neurology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,166,224.0,224,125.0,108.21245536,81.106964286,67.447901786
1003077322,Fensterszaub,Simon,Brooklyn,NY,11249,1,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,30,30.0,30,76.666666667,19.293,15.376333333,14.92
1003077322,Fensterszaub,Simon,Brooklyn,NY,11249,1,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,47,67.0,67,188.80597015,57.543134328,45.85119403,43.673880597
1003077322,Fensterszaub,Simon,Brooklyn,NY,11249,1,Family Practice,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,192,224.0,224,194.53125,53.012321429,42.23875,39.345625
1003077322,Fensterszaub,Simon,Brooklyn,NY,11249,1,Family Practice,99458,"Management using the results of remote vital sign monitoring per calendar month, each additional 20 minutes",O,147,155.0,152,171.91935484,43.996129032,35.053419355,32.010516129
1003077934,Kummerfeldt Fabian,Carlos,Glasgow,KY,42141,4,Pulmonary Disease,99441,"Telephone medical discussion with physician, 5-10 minutes",O,34,41.0,41,132.0,34.635365854,18.532926829,19.28902439
1003078049,Dumitrescu,Alexandra,Chicago,IL,60637,1,Endocrinology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,31,40.0,40,320.175,104.824,76.4565,70.511
1003078080,Roy,Heidi,Scarborough,ME,4074,1,Nurse Practitioner,99442,"Telephone medical discussion with physician, 11-20 minutes",F,18,18.0,18,249.0,55.995,44.775,44.74
1003078510,Saraswat,Aruna,Boston,MA,2118,1,Endocrinology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,14,16.0,16,317.865,135.554375,107.82125,101.056875
1003078932,Sternberg,Kevan,Worcester,MA,1605,1,Urology,99442,"Telephone medical discussion with physician, 11-20 minutes",F,67,83.0,83,222.65927711,65.117108434,44.30060241,45.162168675
1003079583,Ratigan,Emmett,Wheat Ridge,CO,80033,1,Nephrology,99442,"Telephone medical discussion with physician, 11-20 minutes",F,14,16.0,16,151.0,67.0425,46.031875,45.261875
1003081597,Seo,Sarah,Lebanon,NH,3756,4,Otolaryngology,99442,"Telephone medical discussion with physician, 11-20 minutes",F,12,13.0,13,190.15384615,66.877692308,50.497692308,49.827692308
1003081597,Seo,Sarah,Lebanon,NH,3756,4,Otolaryngology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,16,16.0,16,253.0,98.77,78.83,77.6
1003081944,Toure,Tonslyn,Riverside,RI,2915,1,Endocrinology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,13,13.0,13,186.92307692,86.643846154,15.968461538,15.185384615
1003081985,Bajaj,Rishi,Suffern,NY,10901,1,Interventional Cardiology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,24,24.0,24,101.2175,99.222916667,76.005833333,68.904166667
1003081985,Bajaj,Rishi,Suffern,NY,10901,1,Interventional Cardiology,G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and tec",O,65,447.0,447,233.63348993,230.44753915,177.5460179,174.98565996
1003083270,Kabadi,Mitesh,Quincy,MA,2169,1,Cardiology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,11,12.0,12,210.0,103.455,75.573333333,71.133333333
1003086448,Kaiser,Rachel,Chevy Chase,MD,20815,1,Rheumatology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,25,28.0,28,210.28571429,105.29142857,72.182857143,61.628571429
1003086976,Khera,Vandana,Sugar Land,TX,77479,1,Internal Medicine,99443,"Telephone medical discussion with physician, 21-30 minutes",O,13,14.0,14,255.0,124.52071429,85.112142857,87.821428571
1003087768,Batus,Marta,Chicago,IL,60612,1,Medical Oncology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,23,26.0,26,210.0,104.98576923,84.075769231,77.6
1003089871,Richards,Patrick,Sacramento,CA,95816,1,Endocrinology,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,33,43.0,43,219.0,58.006046512,44.951162791,42.790697674
1003090390,Skeif,Basel,Tucson,AZ,85712,1,Cardiology,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,20,90.0,90,101.0,48.818222222,36.103555556,36.435222222
1003090481,Reily,Melissa,Bozeman,MT,59715,4,Rheumatology,99442,"Telephone medical discussion with physician, 11-20 minutes",F,12,13.0,13,213.23076923,66.353076923,50.456153846,50.194615385
1003093147,Cooper-Dockery,Dona,Mcallen,TX,78504,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,26,26.0,26,75.0,17.849615385,12.573461538,13.309230769
1003093147,Cooper-Dockery,Dona,Mcallen,TX,78504,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,59,293.0,293,150.0,52.55996587,39.105051195,40.920341297
1003093147,Cooper-Dockery,Dona,Mcallen,TX,78504,1,Internal Medicine,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,57,250.0,250,150.0,47.89848,36.27704,37.45276
1003093147,Cooper-Dockery,Dona,Mcallen,TX,78504,1,Internal Medicine,99458,"Management using the results of remote vital sign monitoring per calendar month, each additional 20 minutes",O,54,342.0,193,100.0,39.064181287,30.279707602,31.137573099
1003096736,Massengale,Justin,Boston,MA,2118,1,Neurosurgery,99441,"Telephone medical discussion with physician, 5-10 minutes",O,22,33.0,33,256.0,58.605454545,41.085454545,39.106060606
1003096736,Massengale,Justin,Boston,MA,2118,1,Neurosurgery,99442,"Telephone medical discussion with physician, 11-20 minutes",O,28,38.0,38,416.0,94.42,66.231842105,63.18
1003098351,Mo,Fred,Washington,DC,20007,1,Orthopedic Surgery,99443,"Telephone medical discussion with physician, 21-30 minutes",O,19,24.0,24,262.08333333,149.5025,107.07416667,90.512083333
